"id","jurisdiction_id","full_name","level","short_name"
"C0248003","J0248","U.S. Circuit Court for the District of Vermont","FA","U.S. Circuit Court for the District of Vermont"
"C0248004","J0248","United States Bankruptcy Court, D. Vermont","FB","D. Vermont"
"C0248005","J0248","Vermont Superior Court","SA","Vermont Superior Court"
"C0249001","J0249","Supreme Court of The Virgin Islands","TS","Supreme Court of The Virgin Islands"
"C0249002","J0249","Superior Court of The Virgin Islands","TT","Superior Court of The Virgin Islands"
"C0250001","J0250","District Court, E.D. Virginia","FD","E.D. Virginia"
"C0250002","J0250","District Court, W.D. Virginia","FD","W.D. Virginia"
"C0250003","J0250","Supreme Court of Virginia","S","Supreme Court of Virginia"
"C0250004","J0250","Court of Appeals of Virginia","SA","Court of Appeals of Virginia"
"C0250005","J0250","General Court of Virginia","SS","General Court of Virginia"
"C0250006","J0250","United States Bankruptcy Court, E.D. Virginia","FB","E.D. Virginia"
"C0250007","J0250","Richmond County Circuit Court","ST","Richmond County Circuit Court"
"C0250008","J0250","Roanoke County Circuit Court","ST","Roanoke County Circuit Court"
"C0250009","J0250","Rockingham County Circuit Court","ST","Rockingham County Circuit Court"
"C0250010","J0250","Alexandria County Circuit Court","ST","Alexandria County Circuit Court"
"C0250011","J0250","Fairfax County Circuit Court","ST","Fairfax County Circuit Court"
"C0250012","J0250","Virginia Beach County Circuit Court","ST","Virginia Beach County Circuit Court"
"C0250013","J0250","Virginia Circuit Court","ST","Virginia Circuit Court"
"C0250014","J0250","Albemarle County Circuit Court","ST","Albemarle County Circuit Court"
"C0250015","J0250","Henrico County Circuit Court","ST","Henrico County Circuit Court"
"C0250016","J0250","Portsmouth County Circuit Court","ST","Portsmouth County Circuit Court"
"C0250017","J0250","Charlottesville County Circuit Court","ST","Charlottesville County Circuit Court"
"C0250018","J0250","Loudoun County Circuit Court","ST","Loudoun County Circuit Court"
"C0250019","J0250","Spotsylvania County Circuit Court","ST","Spotsylvania County Circuit Court"
"C0250020","J0250","Norfolk County Circuit Court","ST","Norfolk County Circuit Court"
"C0250021","J0250","Northampton County Circuit Court","ST","Northampton County Circuit Court"
"C0250022","J0250","Brunswick County Circuit Court","ST","Brunswick County Circuit Court"
"C0250023","J0250","Chesapeake County Circuit Court","ST","Chesapeake County Circuit Court"
"C0250024","J0250","Buckingham County Circuit Court","ST","Buckingham County Circuit Court"
"C0250025","J0250","Augusta County Circuit Court","ST","Augusta County Circuit Court"
"C0250026","J0250","U.S. Circuit Court for the District of Western Virginia","FA","U.S. Circuit Court for the District of Western Virginia"
"C0250027","J0250","United States Bankruptcy Court, W.D. Virginia","FB","W.D. Virginia"
"C0250028","J0250","Arlington County Circuit Court","ST","Arlington County Circuit Court"
"C0250029","J0250","Culpeper County Circuit Court","ST","Culpeper County Circuit Court"
"C0250030","J0250","Newport News County Circuit Court","ST","Newport News County Circuit Court"
"C0250031","J0250","U.S. Circuit Court for the District of Virginia","FA","U.S. Circuit Court for the District of Virginia"
"C0250032","J0250","Richmond City Circuit Court","ST","Richmond City Circuit Court"
"C0250033","J0250","Shenandoah County Circuit Court","ST","Shenandoah County Circuit Court"
"C0250034","J0250","Wise & Norton County Circuit Court","ST","Wise & Norton County Circuit Court"
"C0250035","J0250","Chesterfield County Circuit Court","ST","Chesterfield County Circuit Court"
"C0250036","J0250","Amherst County Circuit Court","ST","Amherst County Circuit Court"
"C0250037","J0250","Alleghany County Circuit Court","ST","Alleghany County Circuit Court"
"C0250038","J0250","Norfolk Chancery Court, Virginia","ST","Norfolk Chancery Court, Virginia"
"C0250039","J0250","Caroline County Circuit Court","ST","Caroline County Circuit Court"
"C0250040","J0250","Smyth County Circuit Court","ST","Smyth County Circuit Court"
"C0250041","J0250","Pittsylvania County Circuit Court","ST","Pittsylvania County Circuit Court"
"C0250042","J0250","Isle of Wight County Circuit Court","ST","Isle of Wight County Circuit Court"
"C0250043","J0250","Fauquier County Circuit Court","ST","Fauquier County Circuit Court"
"C0250044","J0250","Surry County Circuit Court","ST","Surry County Circuit Court"
"C0250045","J0250","Martinsville County Circuit Court","ST","Martinsville County Circuit Court"
"C0250046","J0250","Highland County Circuit Court","ST","Highland County Circuit Court"
"C0250047","J0250","Stafford County Circuit Court","ST","Stafford County Circuit Court"
"C0250048","J0250","Lynchburg County Circuit Court","ST","Lynchburg County Circuit Court"
"C0250049","J0250","Halifax County Circuit Court","ST","Halifax County Circuit Court"
"C0250050","J0250","Bristol Corporation Court, Va.","ST","Bristol Corporation Court, Va."
"C0250051","J0250","Hanover County Circuit Court","ST","Hanover County Circuit Court"
"C0250052","J0250","Fredericksburg County Circuit Court","ST","Fredericksburg County Circuit Court"
"C0250053","J0250","Fluvanna County Circuit Court","ST","Fluvanna County Circuit Court"
"C0250054","J0250","Danville County Circuit Court","ST","Danville County Circuit Court"
"C0250055","J0250","Prince William County Circuit Court","ST","Prince William County Circuit Court"
"C0250056","J0250","Northumberland County Circuit Court","ST","Northumberland County Circuit Court"
"C0250057","J0250","Accomack County Circuit Court","ST","Accomack County Circuit Court"
"C0250058","J0250","King William County Circuit Court","ST","King William County Circuit Court"
"C0250059","J0250","Richmond Chancery Court, Virginia","ST","Richmond Chancery Court, Virginia"
"C0250060","J0250","Westmoreland County Circuit Court","ST","Westmoreland County Circuit Court"
"C0250061","J0250","Hopewell County Circuit Court","ST","Hopewell County Circuit Court"
"C0250062","J0250","Lynchburg Corporation Court, Va.","ST","Lynchburg Corporation Court, Va."
"C0250063","J0250","Petersburg County Circuit Court","ST","Petersburg County Circuit Court"
"C0250064","J0250","Botetourt County Circuit Court","ST","Botetourt County Circuit Court"
"C0250065","J0250","Powhatan County Circuit Court","ST","Powhatan County Circuit Court"
"C0250066","J0250","Prince George County Circuit Court","ST","Prince George County Circuit Court"
"C0250067","J0250","Nottoway County Circuit Court","ST","Nottoway County Circuit Court"
"C0250068","J0250","Rockbridge County Circuit Court","ST","Rockbridge County Circuit Court"
"C0250069","J0250","Craig County Circuit Court","ST","Craig County Circuit Court"
"C0250070","J0250","Staunton County Circuit Court","ST","Staunton County Circuit Court"
"C0250071","J0250","Williamsburg and James County Circuit Court","ST","Williamsburg and James County Circuit Court"
"C0250072","J0250","Page County Circuit Court","ST","Page County Circuit Court"
"C0250073","J0250","Greensville County Circuit Court","ST","Greensville County Circuit Court"
"C0250074","J0250","Southampton County Circuit Court","ST","Southampton County Circuit Court"
"C0250075","J0250","Virginia Chancery Court","ST","Va. Chan. Ct."
"C0250076","J0250","Radford Corporation Court, Va.","ST","Radford Corporation Court, Va."
"C0250077","J0250","District Court, D. Virginia","FD","D. Virginia"
"C0250078","J0250","King George County Circuit Court","ST","King George County Circuit Court"
"C0250079","J0250","Colonial Heights County Circuit Court","ST","Colonial Heights County Circuit Court"
"C0250080","J0250","Wythe County Circuit Court","ST","Wythe County Circuit Court"
"C0250081","J0250","Amelia County Circuit Court","ST","Amelia County Circuit Court"
"C0250082","J0250","Louisa County Circuit Court","ST","Louisa County Circuit Court"
"C0250083","J0250","Sussex County Circuit Court","ST","Sussex County Circuit Court"
"C0250084","J0250","Goochland County Circuit Court","ST","Goochland County Circuit Court"
"C0250085","J0250","Patrick County Circuit Court","ST","Patrick County Circuit Court"
"C0250086","J0250","Gloucester County Circuit Court","ST","Gloucester County Circuit Court"
"C0250087","J0250","Prince Edward County Circuit Court","ST","Prince Edward County Circuit Court"
"C0250088","J0250","Dinwiddie County Circuit Court","ST","Dinwiddie County Circuit Court"
"C0250089","J0250","Rappahannock County Circuit Court","ST","Rappahannock County Circuit Court"
"C0250090","J0250","Mathews County Circuit Court","ST","Mathews County Circuit Court"
"C0250091","J0250","Winchester Corporation Court, Va.","ST","Winchester Corporation Court, Va."
"C0250092","J0250","Dickenson County Circuit Court","ST","Dickenson County Circuit Court"
"C0250093","J0250","York County Poquoson County Circuit Court","ST","York County Poquoson County Circuit Court"
"C0250094","J0250","New Kent County Circuit Court","ST","New Kent County Circuit Court"
"C0250095","J0250","South Norfolk Corporation Court, Va.","ST","South Norfolk Corporation Court, Va."
"C0250096","J0250","Middlesex County Circuit Court","ST","Middlesex County Circuit Court"
"C0250097","J0250","Giles County Circuit Court","ST","Giles County Circuit Court"
"C0250098","J0250","Charles City County Circuit Court","ST","Charles City County Circuit Court"
"C0250099","J0250","Grayson County Circuit Court","ST","Grayson County Circuit Court"
"C0251001","J0251","District Court, W.D. Washington","FD","W.D. Washington"
"C0251002","J0251","District Court, D. Washington","FD","D. Washington"
"C0251003","J0251","U.S. Circuit Court for the District of Eastern Washington","FA","U.S. Circuit Court for the District of Eastern Washington"
"C0251004","J0251","U.S. Circuit Court for the District of Western Washington","FA","U.S. Circuit Court for the District of Western Washington"
"C0251005","J0251","U.S. Circuit Court for the District of Washington","FA","U.S. Circuit Court for the District of Washington"
"C0251006","J0251","Tulalip Court of Appeals","TRA","Tulalip Court of Appeals"
"C0251007","J0251","Court of Appeals of Washington","SA","Court of Appeals of Washington"
"C0251008","J0251","Washington Supreme Court","S","Washington Supreme Court"
"C0251009","J0251","United States Bankruptcy Court, W.D. Washington","FB","W.D. Washington"
"C0251010","J0251","Washington Attorney General Reports","SAG","Washington Attorney General Reports"
"C0251011","J0251","District Court, E.D. Washington","FD","E.D. Washington"
"C0251012","J0251","United States Bankruptcy Court, E.D. Washington","FB","E.D. Washington"
"C0251013","J0251","Colville Confederated Court of Appeals","TRA","Colville Confederated Court of Appeals"
"C0251014","J0251","Washington Territory","SS","Washington Territory"
"C0251015","J0251","Swinomish Tribal Court","TRT","Swinomish Tribal Court"
"C0251016","J0251","Swinomish Tribal Court of Appeals","TRA","Swinomish Tribal Court of Appeals"
"C0252001","J0252","District Court, S.D. West Virginia","FD","S.D. West Virginia"
"C0252002","J0252","West Virginia Supreme Court","S","West Virginia Supreme Court"
"C0252003","J0252","United States Bankruptcy Court, N.D. West Virginia","FB","N.D. West Virginia"
"C0252004","J0252","Wood Circuit Court","ST","Wood Circuit Court"
"C0252005","J0252","West Virginia Court of Claims","ST","West Virginia Court of Claims"
"C0252006","J0252","District Court, N.D. West Virginia","FD","N.D. West Virginia"
"C0252007","J0252","Intermediate Court of Appeals of West Virginia","SA","Int. Ct. of App. of W.Va."
"C0252008","J0252","U.S. Circuit Court for the District of Northern West Virginia","FA","U.S. Circuit Court for the District of Northern West Virginia"
"C0252009","J0252","United States Bankruptcy Court, S.D. West Virginia","FB","S.D. West Virginia"
"C0252010","J0252","U.S. Circuit Court for the District of West Virginia","FA","U.S. Circuit Court for the District of West Virginia"
"C0252011","J0252","Putnam Circuit Court","ST","Putnam Circuit Court"
"C0252012","J0252","District Court, D. West Virginia","FD","D. West Virginia"
"C0253001","J0253","District Court, E.D. Wisconsin","FD","E.D. Wisconsin"
"C0253002","J0253","District Court, W.D. Wisconsin","FD","W.D. Wisconsin"
"C0253003","J0253","Wisconsin Supreme Court","S","Wisconsin Supreme Court"
"C0253004","J0253","Court of Appeals of Wisconsin","SA","Court of Appeals of Wisconsin"
"C0253005","J0253","U.S. Circuit Court for the District of Western Wisconsin","FA","U.S. Circuit Court for the District of Western Wisconsin"
"C0253006","J0253","Ho-Chunk Nation Trial Court","TRT","Ho-Chunk Nation Trial Court"
"C0253007","J0253","Oneida Appellate Court","TRA","Oneida Appellate Court"
"C0253008","J0253","United States Bankruptcy Court, W.D. Wisconsin","FB","W.D. Wisconsin"
"C0253009","J0253","Wisconsin Attorney General Reports","SAG","Wisconsin Attorney General Reports"
"C0253010","J0253","U.S. Circuit Court for the District of Eastern Wisconsin","FA","U.S. Circuit Court for the District of Eastern Wisconsin"
"C0253011","J0253","U.S. Circuit Court for the District of Wisconsin","FA","U.S. Circuit Court for the District of Wisconsin"
"C0253012","J0253","Commerce Court","FS","Commerce Court"
"C0253013","J0253","United States Bankruptcy Court, E.D. Wisconsin","FB","E.D. Wisconsin"
"C0253014","J0253","District Court, D. Wisconsin","FD","D. Wisconsin"
"C0253015","J0253","Ho-Chunk Nation Supreme Court","TRS","Ho-Chunk Nation Supreme Court"
"C0253016","J0253","Oneida Tribal Judicial System, Trial Court","TRT","Oneida Tribal Judicial System, Trial Court"
"C0254001","J0254","District Court, D. Wyoming","FD","D. Wyoming"
"C0254002","J0254","Wyoming Supreme Court","S","Wyoming Supreme Court"
